sample population group sex
NA19089_2 JPT JPT 1
NA19090_1 JPT JPT 1
NA19090_2 JPT JPT 1
NA19091_1 JPT JPT 1
NA19091_2 JPT JPT 1
NA19092_1 YRI YRI 1
NA19092_2 YRI YRI 1
NA19093_1 YRI YRI 1
NA19093_2 YRI YRI 1
NA19094_1 YRI YRI 1
NA19094_2 YRI YRI 1
NA19095_1 YRI YRI 1
NA19095_2 YRI YRI 1
NA19096_1 YRI YRI 1
NA19096_2 YRI YRI 1
NA19097_1 YRI YRI 1
NA19097_2 YRI YRI 1
NA19098_1 YRI YRI 1
NA19098_2 YRI YRI 1
NA19099_1 YRI YRI 1
NA19099_2 YRI YRI 1
NA19100_1 YRI YRI 1
NA19100_2 YRI YRI 1
NA19101_1 YRI YRI 1
NA19101_2 YRI YRI 1
NA19102_1 YRI YRI 1
NA19102_2 YRI YRI 1
NA19103_1 YRI YRI 1
NA19103_2 YRI YRI 1
NA19107_1 YRI YRI 1
NA19107_2 YRI YRI 1
NA19108_1 YRI YRI 1
NA19108_2 YRI YRI 1
NA19109_1 YRI YRI 1
NA19109_2 YRI YRI 1
NA19113_1 YRI YRI 1
NA19113_2 YRI YRI 1
NA19114_1 YRI YRI 1
NA19114_2 YRI YRI 1
NA19115_1 YRI YRI 1
NA19115_2 YRI YRI 1
NA19116_1 YRI YRI 1
NA19116_2 YRI YRI 1
NA19117_1 YRI YRI 1
NA19117_2 YRI YRI 1
NA19118_1 YRI YRI 1
NA19118_2 YRI YRI 1
NA19119_1 YRI YRI 1
NA19119_2 YRI YRI 1
NA19120_1 YRI YRI 1
NA19120_2 YRI YRI 1
NA19121_1 YRI YRI 1
NA19121_2 YRI YRI 1
NA19122_1 YRI YRI 1
NA19122_2 YRI YRI 1
NA19123_1 YRI YRI 1
NA19123_2 YRI YRI 1
NA19127_1 YRI YRI 1
NA19127_2 YRI YRI 1
NA19128_1 YRI YRI 1
NA19128_2 YRI YRI 1
NA19129_1 YRI YRI 1
NA19129_2 YRI YRI 1
NA19130_1 YRI YRI 1
NA19130_2 YRI YRI 1
NA19131_1 YRI YRI 1
NA19131_2 YRI YRI 1
NA19132_1 YRI YRI 1
NA19132_2 YRI YRI 1
NA19137_1 YRI YRI 1
NA19137_2 YRI YRI 1
NA19138_1 YRI YRI 1
NA19138_2 YRI YRI 1
NA19139_1 YRI YRI 1
NA19139_2 YRI YRI 1
NA19140_1 YRI YRI 1
NA19140_2 YRI YRI 1
NA19141_1 YRI YRI 1
NA19141_2 YRI YRI 1
NA19142_1 YRI YRI 1
NA19142_2 YRI YRI 1
NA19143_1 YRI YRI 1
NA19143_2 YRI YRI 1
NA19144_1 YRI YRI 1
NA19144_2 YRI YRI 1
NA19145_1 YRI YRI 1
NA19145_2 YRI YRI 1
NA19146_1 YRI YRI 1
NA19146_2 YRI YRI 1
NA19147_1 YRI YRI 1
NA19147_2 YRI YRI 1
NA19148_1 YRI YRI 1
NA19148_2 YRI YRI 1
NA19149_1 YRI YRI 1
NA19149_2 YRI YRI 1
NA19150_1 YRI YRI 1
NA19150_2 YRI YRI 1
NA19151_1 YRI YRI 1
NA19151_2 YRI YRI 1
NA19152_1 YRI YRI 1
NA19152_2 YRI YRI 1
NA19153_1 YRI YRI 1
NA19153_2 YRI YRI 1
NA19154_1 YRI YRI 1
NA19154_2 YRI YRI 1
NA19159_1 YRI YRI 1
NA19159_2 YRI YRI 1
NA19160_1 YRI YRI 1
NA19160_2 YRI YRI 1
NA19161_1 YRI YRI 1
NA19161_2 YRI YRI 1
NA19171_1 YRI YRI 1
NA19171_2 YRI YRI 1
NA19172_1 YRI YRI 1
NA19172_2 YRI YRI 1
NA19173_1 YRI YRI 1
NA19173_2 YRI YRI 1
NA19174_1 YRI YRI 1
NA19174_2 YRI YRI 1
NA19175_1 YRI YRI 1
NA19175_2 YRI YRI 1
NA19176_1 YRI YRI 1
NA19176_2 YRI YRI 1
NA19177_1 YRI YRI 1
NA19177_2 YRI YRI 1
NA19184_1 YRI YRI 1
NA19184_2 YRI YRI 1
NA19185_1 YRI YRI 1
NA19185_2 YRI YRI 1
NA19186_1 YRI YRI 1
NA19186_2 YRI YRI 1
NA19189_1 YRI YRI 1
NA19189_2 YRI YRI 1
NA19190_1 YRI YRI 1
NA19190_2 YRI YRI 1
NA19191_1 YRI YRI 1
NA19191_2 YRI YRI 1
NA19197_1 YRI YRI 1
NA19197_2 YRI YRI 1
NA19198_1 YRI YRI 1
NA19198_2 YRI YRI 1
NA19199_1 YRI YRI 1
NA19199_2 YRI YRI 1
NA19200_1 YRI YRI 1
NA19200_2 YRI YRI 1
NA19201_1 YRI YRI 1
NA19201_2 YRI YRI 1
NA19202_1 YRI YRI 1
NA19202_2 YRI YRI 1
NA19203_1 YRI YRI 1
NA19203_2 YRI YRI 1
NA19204_1 YRI YRI 1
NA19204_2 YRI YRI 1
NA19205_1 YRI YRI 1
NA19205_2 YRI YRI 1
NA19206_1 YRI YRI 1
NA19206_2 YRI YRI 1
NA19207_1 YRI YRI 1
NA19207_2 YRI YRI 1
NA19208_1 YRI YRI 1
NA19208_2 YRI YRI 1
NA19209_1 YRI YRI 1
NA19209_2 YRI YRI 1
NA19210_1 YRI YRI 1
NA19210_2 YRI YRI 1
NA19211_1 YRI YRI 1
NA19211_2 YRI YRI 1
NA19213_1 YRI YRI 1
NA19213_2 YRI YRI 1
NA19214_1 YRI YRI 1
NA19214_2 YRI YRI 1
NA19215_1 YRI YRI 1
NA19215_2 YRI YRI 1
NA19221_1 YRI YRI 1
NA19221_2 YRI YRI 1
NA19222_1 YRI YRI 1
NA19222_2 YRI YRI 1
NA19223_1 YRI YRI 1
NA19223_2 YRI YRI 1
NA19224_1 YRI YRI 1
NA19224_2 YRI YRI 1
NA19225_1 YRI YRI 1
NA19225_2 YRI YRI 1
NA19226_1 YRI YRI 1
NA19226_2 YRI YRI 1
NA19235_1 YRI YRI 1
NA19235_2 YRI YRI 1
NA19236_1 YRI YRI 1
NA19236_2 YRI YRI 1
NA19237_1 YRI YRI 1
NA19237_2 YRI YRI 1
NA19238_1 YRI YRI 1
NA19238_2 YRI YRI 1
NA19239_1 YRI YRI 1
NA19239_2 YRI YRI 1
NA19240_1 YRI YRI 1
NA19240_2 YRI YRI 1
NA19247_1 YRI YRI 1
NA19247_2 YRI YRI 1
NA19248_1 YRI YRI 1
NA19248_2 YRI YRI 1
NA19249_1 YRI YRI 1
NA19249_2 YRI YRI 1
NA19256_1 YRI YRI 1
NA19256_2 YRI YRI 1
NA19257_1 YRI YRI 1
NA19257_2 YRI YRI 1
NA19258_1 YRI YRI 1
NA19258_2 YRI YRI 1
NA19307_1 LWK LWK 1
NA19307_2 LWK LWK 1
NA19308_1 LWK LWK 1
NA19308_2 LWK LWK 1
NA19309_1 LWK LWK 1
NA19309_2 LWK LWK 1
NA19310_1 LWK LWK 1
NA19310_2 LWK LWK 1
NA19312_1 LWK LWK 1
NA19312_2 LWK LWK 1
NA19314_1 LWK LWK 1
NA19314_2 LWK LWK 1
NA19315_1 LWK LWK 1
NA19315_2 LWK LWK 1
NA19316_1 LWK LWK 1
NA19316_2 LWK LWK 1
NA19317_1 LWK LWK 1
NA19317_2 LWK LWK 1
NA19318_1 LWK LWK 1
NA19318_2 LWK LWK 1
NA19319_1 LWK LWK 1
NA19319_2 LWK LWK 1
NA19320_1 LWK LWK 1
NA19320_2 LWK LWK 1
NA19321_1 LWK LWK 1
NA19321_2 LWK LWK 1
NA19323_1 LWK LWK 1
NA19323_2 LWK LWK 1
NA19324_1 LWK LWK 1
NA19324_2 LWK LWK 1
NA19327_1 LWK LWK 1
NA19327_2 LWK LWK 1
NA19328_1 LWK LWK 1
NA19328_2 LWK LWK 1
NA19331_1 LWK LWK 1
NA19331_2 LWK LWK 1
NA19332_1 LWK LWK 1
NA19332_2 LWK LWK 1
NA19334_1 LWK LWK 1
NA19334_2 LWK LWK 1
NA19338_1 LWK LWK 1
NA19338_2 LWK LWK 1
NA19346_1 LWK LWK 1
NA19346_2 LWK LWK 1
NA19347_1 LWK LWK 1
NA19347_2 LWK LWK 1
NA19350_1 LWK LWK 1
NA19350_2 LWK LWK 1
NA19351_1 LWK LWK 1
NA19351_2 LWK LWK 1
NA19355_1 LWK LWK 1
NA19355_2 LWK LWK 1
NA19360_1 LWK LWK 1
NA19360_2 LWK LWK 1
NA19372_1 LWK LWK 1
NA19372_2 LWK LWK 1
NA19374_1 LWK LWK 1
NA19374_2 LWK LWK 1
NA19375_1 LWK LWK 1
NA19375_2 LWK LWK 1
NA19376_1 LWK LWK 1
NA19376_2 LWK LWK 1
NA19377_1 LWK LWK 1
NA19377_2 LWK LWK 1
NA19378_1 LWK LWK 1
NA19378_2 LWK LWK 1
NA19379_1 LWK LWK 1
NA19379_2 LWK LWK 1
NA19380_1 LWK LWK 1
NA19380_2 LWK LWK 1
NA19383_1 LWK LWK 1
NA19383_2 LWK LWK 1
NA19384_1 LWK LWK 1
NA19384_2 LWK LWK 1
NA19385_1 LWK LWK 1
NA19385_2 LWK LWK 1
NA19390_1 LWK LWK 1
NA19390_2 LWK LWK 1
NA19391_1 LWK LWK 1
NA19391_2 LWK LWK 1
NA19393_1 LWK LWK 1
NA19393_2 LWK LWK 1
NA19394_1 LWK LWK 1
NA19394_2 LWK LWK 1
NA19395_1 LWK LWK 1
NA19395_2 LWK LWK 1
NA19397_1 LWK LWK 1
NA19397_2 LWK LWK 1
NA19399_1 LWK LWK 1
NA19399_2 LWK LWK 1
NA19401_1 LWK LWK 1
NA19401_2 LWK LWK 1
NA19403_1 LWK LWK 1
NA19403_2 LWK LWK 1
NA19404_1 LWK LWK 1
NA19404_2 LWK LWK 1
NA19428_1 LWK LWK 1
NA19428_2 LWK LWK 1
NA19429_1 LWK LWK 1
NA19429_2 LWK LWK 1
NA19430_1 LWK LWK 1
NA19430_2 LWK LWK 1
NA19431_1 LWK LWK 1
NA19431_2 LWK LWK 1
NA19434_1 LWK LWK 1
NA19434_2 LWK LWK 1
NA19435_1 LWK LWK 1
NA19435_2 LWK LWK 1
NA19436_1 LWK LWK 1
NA19436_2 LWK LWK 1
NA19437_1 LWK LWK 1
NA19437_2 LWK LWK 1
NA19438_1 LWK LWK 1
NA19438_2 LWK LWK 1
NA19439_1 LWK LWK 1
NA19439_2 LWK LWK 1
NA19440_1 LWK LWK 1
NA19440_2 LWK LWK 1
NA19443_1 LWK LWK 1
NA19443_2 LWK LWK 1
NA19445_1 LWK LWK 1
NA19445_2 LWK LWK 1
NA19446_1 LWK LWK 1
NA19446_2 LWK LWK 1
NA19448_1 LWK LWK 1
NA19448_2 LWK LWK 1
NA19449_1 LWK LWK 1
NA19449_2 LWK LWK 1
NA19451_1 LWK LWK 1
NA19451_2 LWK LWK 1
NA19452_1 LWK LWK 1
NA19452_2 LWK LWK 1
NA19454_1 LWK LWK 1
NA19454_2 LWK LWK 1
NA19455_1 LWK LWK 1
NA19455_2 LWK LWK 1
NA19456_1 LWK LWK 1
NA19456_2 LWK LWK 1
NA19457_1 LWK LWK 1
NA19457_2 LWK LWK 1
NA19461_1 LWK LWK 1
NA19461_2 LWK LWK 1
NA19462_1 LWK LWK 1
NA19462_2 LWK LWK 1
NA19463_1 LWK LWK 1
NA19463_2 LWK LWK 1
NA19466_1 LWK LWK 1
NA19466_2 LWK LWK 1
NA19467_1 LWK LWK 1
NA19467_2 LWK LWK 1
NA19468_1 LWK LWK 1
NA19468_2 LWK LWK 1
NA19471_1 LWK LWK 1
NA19471_2 LWK LWK 1
NA19472_1 LWK LWK 1
NA19472_2 LWK LWK 1
NA19473_1 LWK LWK 1
NA19473_2 LWK LWK 1
NA19474_1 LWK LWK 1
NA19474_2 LWK LWK 1
NA19475_1 LWK LWK 1
NA19475_2 LWK LWK 1
NA19625_1 ASW ASW 1
NA19625_2 ASW ASW 1
NA19648_1 MXL MXL 1
NA19648_2 MXL MXL 1
NA19649_1 MXL MXL 1
NA19649_2 MXL MXL 1
NA19650_1 MXL MXL 1
NA19650_2 MXL MXL 1
NA19651_1 MXL MXL 1
NA19651_2 MXL MXL 1
NA19652_1 MXL MXL 1
NA19652_2 MXL MXL 1
NA19653_1 MXL MXL 1
NA19653_2 MXL MXL 1
NA19654_1 MXL MXL 1
NA19654_2 MXL MXL 1
NA19655_1 MXL MXL 1
NA19655_2 MXL MXL 1
NA19656_1 MXL MXL 1
NA19656_2 MXL MXL 1
NA19657_1 MXL MXL 1
NA19657_2 MXL MXL 1
NA19658_1 MXL MXL 1
NA19658_2 MXL MXL 1
NA19659_1 MXL MXL 1
NA19659_2 MXL MXL 1
NA19660_1 MXL MXL 1
NA19660_2 MXL MXL 1
NA19661_1 MXL MXL 1
NA19661_2 MXL MXL 1
NA19662_1 MXL MXL 1
NA19662_2 MXL MXL 1
NA19663_1 MXL MXL 1
NA19663_2 MXL MXL 1
NA19664_1 MXL MXL 1
NA19664_2 MXL MXL 1
NA19665_1 MXL MXL 1
NA19665_2 MXL MXL 1
NA19669_1 MXL MXL 1
NA19669_2 MXL MXL 1
NA19670_1 MXL MXL 1
NA19670_2 MXL MXL 1
NA19671_1 MXL MXL 1
NA19671_2 MXL MXL 1
NA19675_1 MXL MXL 1
NA19675_2 MXL MXL 1
NA19676_1 MXL MXL 1
NA19676_2 MXL MXL 1
NA19677_1 MXL MXL 1
NA19677_2 MXL MXL 1
NA19678_1 MXL MXL 1
NA19678_2 MXL MXL 1
NA19679_1 MXL MXL 1
NA19679_2 MXL MXL 1
NA19680_1 MXL MXL 1
NA19680_2 MXL MXL 1
NA19681_1 MXL MXL 1
NA19681_2 MXL MXL 1
NA19682_1 MXL MXL 1
NA19682_2 MXL MXL 1
NA19683_1 MXL MXL 1
NA19683_2 MXL MXL 1
NA19684_1 MXL MXL 1
NA19684_2 MXL MXL 1
NA19685_1 MXL MXL 1
NA19685_2 MXL MXL 1
NA19686_1 MXL MXL 1
NA19686_2 MXL MXL 1
NA19700_1 ASW ASW 1
NA19700_2 ASW ASW 1
NA19701_1 ASW ASW 1
NA19701_2 ASW ASW 1
NA19702_1 ASW ASW 1
NA19702_2 ASW ASW 1
NA19703_1 ASW ASW 1
NA19703_2 ASW ASW 1
NA19704_1 ASW ASW 1
NA19704_2 ASW ASW 1
NA19705_1 ASW ASW 1
NA19705_2 ASW ASW 1
NA19707_1 ASW ASW 1
NA19707_2 ASW ASW 1
NA19711_1 ASW ASW 1
NA19711_2 ASW ASW 1
NA19712_1 ASW ASW 1
NA19712_2 ASW ASW 1
NA19713_1 ASW ASW 1
NA19713_2 ASW ASW 1
NA19716_1 MXL MXL 1
NA19716_2 MXL MXL 1
NA19717_1 MXL MXL 1
NA19717_2 MXL MXL 1
NA19718_1 MXL MXL 1
NA19718_2 MXL MXL 1
NA19719_1 MXL MXL 1
NA19719_2 MXL MXL 1
NA19720_1 MXL MXL 1
NA19720_2 MXL MXL 1
NA19721_1 MXL MXL 1
NA19721_2 MXL MXL 1
NA19722_1 MXL MXL 1
NA19722_2 MXL MXL 1
NA19723_1 MXL MXL 1
NA19723_2 MXL MXL 1
NA19724_1 MXL MXL 1
NA19724_2 MXL MXL 1
NA19725_1 MXL MXL 1
NA19725_2 MXL MXL 1
NA19726_1 MXL MXL 1
NA19726_2 MXL MXL 1
NA19727_1 MXL MXL 1
NA19727_2 MXL MXL 1
NA19728_1 MXL MXL 1
NA19728_2 MXL MXL 1
NA19729_1 MXL MXL 1
NA19729_2 MXL MXL 1
NA19730_1 MXL MXL 1
NA19730_2 MXL MXL 1
NA19731_1 MXL MXL 1
NA19731_2 MXL MXL 1
NA19732_1 MXL MXL 1
NA19732_2 MXL MXL 1
NA19733_1 MXL MXL 1
NA19733_2 MXL MXL 1
NA19734_1 MXL MXL 1
NA19734_2 MXL MXL 1
NA19735_1 MXL MXL 1
NA19735_2 MXL MXL 1
NA19740_1 MXL MXL 1
NA19740_2 MXL MXL 1
NA19741_1 MXL MXL 1
NA19741_2 MXL MXL 1
NA19746_1 MXL MXL 1
NA19746_2 MXL MXL 1
NA19747_1 MXL MXL 1
NA19747_2 MXL MXL 1
NA19748_1 MXL MXL 1
NA19748_2 MXL MXL 1
NA19749_1 MXL MXL 1
NA19749_2 MXL MXL 1
NA19750_1 MXL MXL 1
NA19750_2 MXL MXL 1
NA19751_1 MXL MXL 1
NA19751_2 MXL MXL 1
NA19752_1 MXL MXL 1
NA19752_2 MXL MXL 1
NA19755_1 MXL MXL 1
NA19755_2 MXL MXL 1
NA19756_1 MXL MXL 1
NA19756_2 MXL MXL 1
NA19757_1 MXL MXL 1
NA19757_2 MXL MXL 1
NA19758_1 MXL MXL 1
NA19758_2 MXL MXL 1
NA19759_1 MXL MXL 1
NA19759_2 MXL MXL 1
NA19760_1 MXL MXL 1
NA19760_2 MXL MXL 1
NA19761_1 MXL MXL 1
NA19761_2 MXL MXL 1
NA19762_1 MXL MXL 1
NA19762_2 MXL MXL 1
NA19763_1 MXL MXL 1
NA19763_2 MXL MXL 1
NA19764_1 MXL MXL 1
NA19764_2 MXL MXL 1
NA19770_1 MXL MXL 1
NA19770_2 MXL MXL 1
NA19771_1 MXL MXL 1
NA19771_2 MXL MXL 1
NA19772_1 MXL MXL 1
NA19772_2 MXL MXL 1
NA19773_1 MXL MXL 1
NA19773_2 MXL MXL 1
NA19774_1 MXL MXL 1
NA19774_2 MXL MXL 1
NA19775_1 MXL MXL 1
NA19775_2 MXL MXL 1
NA19776_1 MXL MXL 1
NA19776_2 MXL MXL 1
NA19777_1 MXL MXL 1
NA19777_2 MXL MXL 1
NA19778_1 MXL MXL 1
NA19778_2 MXL MXL 1
NA19779_1 MXL MXL 1
NA19779_2 MXL MXL 1
NA19780_1 MXL MXL 1
NA19780_2 MXL MXL 1
NA19781_1 MXL MXL 1
NA19781_2 MXL MXL 1
NA19782_1 MXL MXL 1
NA19782_2 MXL MXL 1
NA19783_1 MXL MXL 1
NA19783_2 MXL MXL 1
NA19784_1 MXL MXL 1
NA19784_2 MXL MXL 1
NA19785_1 MXL MXL 1
NA19785_2 MXL MXL 1
NA19786_1 MXL MXL 1
NA19786_2 MXL MXL 1
NA19787_1 MXL MXL 1
NA19787_2 MXL MXL 1
NA19788_1 MXL MXL 1
NA19788_2 MXL MXL 1
NA19789_1 MXL MXL 1
NA19789_2 MXL MXL 1
NA19790_1 MXL MXL 1
NA19790_2 MXL MXL 1
NA19792_1 MXL MXL 1
NA19792_2 MXL MXL 1
NA19794_1 MXL MXL 1
NA19794_2 MXL MXL 1
NA19795_1 MXL MXL 1
NA19795_2 MXL MXL 1
NA19796_1 MXL MXL 1
NA19796_2 MXL MXL 1
NA19818_1 ASW ASW 1
NA19818_2 ASW ASW 1
NA19819_1 ASW ASW 1
NA19819_2 ASW ASW 1
NA19828_1 ASW ASW 1
NA19828_2 ASW ASW 1
NA19834_1 ASW ASW 1
NA19834_2 ASW ASW 1
NA19835_1 ASW ASW 1
NA19835_2 ASW ASW 1
NA19836_1 ASW ASW 1
NA19836_2 ASW ASW 1
NA19900_1 ASW ASW 1
NA19900_2 ASW ASW 1
NA19901_1 ASW ASW 1
NA19901_2 ASW ASW 1
NA19902_1 ASW ASW 1
NA19902_2 ASW ASW 1
NA19904_1 ASW ASW 1
NA19904_2 ASW ASW 1
NA19908_1 ASW ASW 1
NA19908_2 ASW ASW 1
NA19909_1 ASW ASW 1
NA19909_2 ASW ASW 1
NA19913_1 ASW ASW 1
NA19913_2 ASW ASW 1
NA19914_1 ASW ASW 1
NA19914_2 ASW ASW 1
NA19916_1 ASW ASW 1
NA19916_2 ASW ASW 1
NA19917_1 ASW ASW 1
NA19917_2 ASW ASW 1
NA19918_1 ASW ASW 1
NA19918_2 ASW ASW 1
NA19919_1 ASW ASW 1
NA19919_2 ASW ASW 1
NA19920_1 ASW ASW 1
NA19920_2 ASW ASW 1
NA19921_1 ASW ASW 1
NA19921_2 ASW ASW 1
NA19922_1 ASW ASW 1
NA19922_2 ASW ASW 1
NA19923_1 ASW ASW 1
NA19923_2 ASW ASW 1
NA19924_1 ASW ASW 1
NA19924_2 ASW ASW 1
NA19982_1 ASW ASW 1
NA19982_2 ASW ASW 1
NA19983_1 ASW ASW 1
NA19983_2 ASW ASW 1
NA19984_1 ASW ASW 1
NA19984_2 ASW ASW 1
NA20126_1 ASW ASW 1
NA20126_2 ASW ASW 1
NA20127_1 ASW ASW 1
NA20127_2 ASW ASW 1
NA20128_1 ASW ASW 1
NA20128_2 ASW ASW 1
NA20129_1 ASW ASW 1
NA20129_2 ASW ASW 1
NA20274_1 ASW ASW 1
NA20274_2 ASW ASW 1
NA20276_1 ASW ASW 1
NA20276_2 ASW ASW 1
NA20278_1 ASW ASW 1
NA20278_2 ASW ASW 1
NA20279_1 ASW ASW 1
NA20279_2 ASW ASW 1
NA20281_1 ASW ASW 1
NA20281_2 ASW ASW 1
NA20282_1 ASW ASW 1
NA20282_2 ASW ASW 1
NA20287_1 ASW ASW 1
NA20287_2 ASW ASW 1
NA20289_1 ASW ASW 1
NA20289_2 ASW ASW 1
NA20291_1 ASW ASW 1
NA20291_2 ASW ASW 1
NA20294_1 ASW ASW 1
NA20294_2 ASW ASW 1
NA20296_1 ASW ASW 1
NA20296_2 ASW ASW 1
NA20298_1 ASW ASW 1
NA20298_2 ASW ASW 1
NA20299_1 ASW ASW 1
NA20299_2 ASW ASW 1
NA20314_1 ASW ASW 1
NA20314_2 ASW ASW 1
NA20317_1 ASW ASW 1
NA20317_2 ASW ASW 1
NA20318_1 ASW ASW 1
NA20318_2 ASW ASW 1
NA20320_1 ASW ASW 1
NA20320_2 ASW ASW 1
NA20321_1 ASW ASW 1
NA20321_2 ASW ASW 1
NA20332_1 ASW ASW 1
NA20332_2 ASW ASW 1
NA20334_1 ASW ASW 1
NA20334_2 ASW ASW 1
NA20339_1 ASW ASW 1
NA20339_2 ASW ASW 1
NA20340_1 ASW ASW 1
NA20340_2 ASW ASW 1
NA20342_1 ASW ASW 1
NA20342_2 ASW ASW 1
NA20346_1 ASW ASW 1
NA20346_2 ASW ASW 1
NA20348_1 ASW ASW 1
NA20348_2 ASW ASW 1
NA20351_1 ASW ASW 1
NA20351_2 ASW ASW 1
NA20355_1 ASW ASW 1
NA20355_2 ASW ASW 1
NA20356_1 ASW ASW 1
NA20356_2 ASW ASW 1
NA20357_1 ASW ASW 1
NA20357_2 ASW ASW 1
NA20358_1 ASW ASW 1
NA20358_2 ASW ASW 1
NA20359_1 ASW ASW 1
NA20359_2 ASW ASW 1
NA20362_1 ASW ASW 1
NA20362_2 ASW ASW 1
NA20412_1 ASW ASW 1
NA20412_2 ASW ASW 1
NA20502_1 TSI TSI 1
NA20502_2 TSI TSI 1
NA20503_1 TSI TSI 1
NA20503_2 TSI TSI 1
NA20504_1 TSI TSI 1
NA20504_2 TSI TSI 1
NA20505_1 TSI TSI 1
NA20505_2 TSI TSI 1
NA20506_1 TSI TSI 1
NA20506_2 TSI TSI 1
NA20507_1 TSI TSI 1
NA20507_2 TSI TSI 1
NA20508_1 TSI TSI 1
NA20508_2 TSI TSI 1
NA20509_1 TSI TSI 1
NA20509_2 TSI TSI 1
NA20510_1 TSI TSI 1
NA20510_2 TSI TSI 1
NA20511_1 TSI TSI 1
NA20511_2 TSI TSI 1
NA20512_1 TSI TSI 1
NA20512_2 TSI TSI 1
NA20513_1 TSI TSI 1
NA20513_2 TSI TSI 1
NA20514_1 TSI TSI 1
NA20514_2 TSI TSI 1
NA20515_1 TSI TSI 1
NA20515_2 TSI TSI 1
NA20516_1 TSI TSI 1
NA20516_2 TSI TSI 1
NA20517_1 TSI TSI 1
NA20517_2 TSI TSI 1
NA20518_1 TSI TSI 1
NA20518_2 TSI TSI 1
NA20519_1 TSI TSI 1
NA20519_2 TSI TSI 1
NA20520_1 TSI TSI 1
NA20520_2 TSI TSI 1
NA20521_1 TSI TSI 1
NA20521_2 TSI TSI 1
NA20522_1 TSI TSI 1
NA20522_2 TSI TSI 1
NA20524_1 TSI TSI 1
NA20524_2 TSI TSI 1
NA20525_1 TSI TSI 1
NA20525_2 TSI TSI 1
NA20527_1 TSI TSI 1
NA20527_2 TSI TSI 1
NA20528_1 TSI TSI 1
NA20528_2 TSI TSI 1
NA20529_1 TSI TSI 1
NA20529_2 TSI TSI 1
NA20530_1 TSI TSI 1
NA20530_2 TSI TSI 1
NA20531_1 TSI TSI 1
NA20531_2 TSI TSI 1
NA20532_1 TSI TSI 1
NA20532_2 TSI TSI 1
NA20533_1 TSI TSI 1
NA20533_2 TSI TSI 1
NA20534_1 TSI TSI 1
NA20534_2 TSI TSI 1
NA20535_1 TSI TSI 1
NA20535_2 TSI TSI 1
NA20536_1 TSI TSI 1
NA20536_2 TSI TSI 1
NA20538_1 TSI TSI 1
NA20538_2 TSI TSI 1
NA20539_1 TSI TSI 1
NA20539_2 TSI TSI 1
NA20540_1 TSI TSI 1
NA20540_2 TSI TSI 1
NA20541_1 TSI TSI 1
NA20541_2 TSI TSI 1
NA20542_1 TSI TSI 1
NA20542_2 TSI TSI 1
NA20543_1 TSI TSI 1
NA20543_2 TSI TSI 1
NA20544_1 TSI TSI 1
NA20544_2 TSI TSI 1
NA20581_1 TSI TSI 1
NA20581_2 TSI TSI 1
NA20582_1 TSI TSI 1
NA20582_2 TSI TSI 1
NA20585_1 TSI TSI 1
NA20585_2 TSI TSI 1
NA20586_1 TSI TSI 1
NA20586_2 TSI TSI 1
NA20587_1 TSI TSI 1
NA20587_2 TSI TSI 1
NA20588_1 TSI TSI 1
NA20588_2 TSI TSI 1
NA20589_1 TSI TSI 1
NA20589_2 TSI TSI 1
NA20752_1 TSI TSI 1
NA20752_2 TSI TSI 1
NA20753_1 TSI TSI 1
NA20753_2 TSI TSI 1
NA20754_1 TSI TSI 1
NA20754_2 TSI TSI 1
NA20755_1 TSI TSI 1
NA20755_2 TSI TSI 1
NA20756_1 TSI TSI 1
NA20756_2 TSI TSI 1
NA20757_1 TSI TSI 1
NA20757_2 TSI TSI 1
NA20758_1 TSI TSI 1
NA20758_2 TSI TSI 1
NA20759_1 TSI TSI 1
NA20759_2 TSI TSI 1
NA20760_1 TSI TSI 1
NA20760_2 TSI TSI 1
NA20761_1 TSI TSI 1
NA20761_2 TSI TSI 1
NA20762_1 TSI TSI 1
NA20762_2 TSI TSI 1
NA20763_1 TSI TSI 1
NA20763_2 TSI TSI 1
NA20764_1 TSI TSI 1
NA20764_2 TSI TSI 1
NA20765_1 TSI TSI 1
NA20765_2 TSI TSI 1
NA20766_1 TSI TSI 1
NA20766_2 TSI TSI 1
NA20767_1 TSI TSI 1
NA20767_2 TSI TSI 1
NA20768_1 TSI TSI 1
NA20768_2 TSI TSI 1
NA20769_1 TSI TSI 1
NA20769_2 TSI TSI 1
NA20770_1 TSI TSI 1
NA20770_2 TSI TSI 1
NA20771_1 TSI TSI 1
NA20771_2 TSI TSI 1
NA20772_1 TSI TSI 1
NA20772_2 TSI TSI 1
NA20773_1 TSI TSI 1
NA20773_2 TSI TSI 1
NA20774_1 TSI TSI 1
NA20774_2 TSI TSI 1
NA20775_1 TSI TSI 1
NA20775_2 TSI TSI 1
NA20778_1 TSI TSI 1
NA20778_2 TSI TSI 1
NA20783_1 TSI TSI 1
NA20783_2 TSI TSI 1
NA20785_1 TSI TSI 1
NA20785_2 TSI TSI 1
NA20786_1 TSI TSI 1
NA20786_2 TSI TSI 1
NA20787_1 TSI TSI 1
NA20787_2 TSI TSI 1
NA20790_1 TSI TSI 1
NA20790_2 TSI TSI 1
NA20792_1 TSI TSI 1
NA20792_2 TSI TSI 1
NA20795_1 TSI TSI 1
NA20795_2 TSI TSI 1
NA20796_1 TSI TSI 1
NA20796_2 TSI TSI 1
NA20797_1 TSI TSI 1
